,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,"Regent Park, Harbourfront",43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
1,"Regent Park, Harbourfront",43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913513,Coffee Shop
2,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Distillery Historic District,43.65024435658077,-79.35932278633118,Historic Site
3,"Regent Park, Harbourfront",43.6542599,-79.3606359,Distillery Sunday Market,43.650074989330655,-79.36183171318665,Farmers Market
4,"Regent Park, Harbourfront",43.6542599,-79.3606359,Souk Tabule,43.65375556880743,-79.35439006096168,Mediterranean Restaurant
5,"Regent Park, Harbourfront",43.6542599,-79.3606359,Arvo,43.64996280366945,-79.36144178325522,Coffee Shop
6,"Regent Park, Harbourfront",43.6542599,-79.3606359,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
7,"Regent Park, Harbourfront",43.6542599,-79.3606359,SOMA chocolatemaker,43.65062222570758,-79.35812684032683,Chocolate Shop
8,"Regent Park, Harbourfront",43.6542599,-79.3606359,Underpass Park,43.65576361726024,-79.3548059463501,Park
9,"Regent Park, Harbourfront",43.6542599,-79.3606359,Balzac's Coffee,43.649797141476185,-79.35914199644303,Coffee Shop
10,"Regent Park, Harbourfront",43.6542599,-79.3606359,LCBO,43.65098233828489,-79.36536081685296,Liquor Store
11,"Regent Park, Harbourfront",43.6542599,-79.3606359,Corktown Common,43.655617799749734,-79.3562113397429,Park
12,"Regent Park, Harbourfront",43.6542599,-79.3606359,Merchants of Green Coffee,43.659916,-79.353963,Coffee Shop
13,"Regent Park, Harbourfront",43.6542599,-79.3606359,NEO COFFEE BAR,43.65070234158804,-79.36925939681731,Coffee Shop
14,"Regent Park, Harbourfront",43.6542599,-79.3606359,White Lily Diner,43.65867460038718,-79.35107379221633,Diner
15,"Regent Park, Harbourfront",43.6542599,-79.3606359,Dark Horse Espresso Bar,43.65849807585409,-79.35235639621163,Coffee Shop
16,"Regent Park, Harbourfront",43.6542599,-79.3606359,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
17,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Broadview Hotel,43.6590599,-79.35003,Hotel
18,"Regent Park, Harbourfront",43.6542599,-79.3606359,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
19,"Regent Park, Harbourfront",43.6542599,-79.3606359,Starbucks,43.651613,-79.364917,Coffee Shop
20,"Regent Park, Harbourfront",43.6542599,-79.3606359,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
21,"Regent Park, Harbourfront",43.6542599,-79.3606359,BATLgrounds,43.647088182411316,-79.35130597436181,Athletics & Sports
22,"Regent Park, Harbourfront",43.6542599,-79.3606359,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
23,"Regent Park, Harbourfront",43.6542599,-79.3606359,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
24,"Regent Park, Harbourfront",43.6542599,-79.3606359,Boxcar Social,43.659722741351565,-79.34687077721378,Café
25,"Regent Park, Harbourfront",43.6542599,-79.3606359,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
26,"Regent Park, Harbourfront",43.6542599,-79.3606359,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
27,"Regent Park, Harbourfront",43.6542599,-79.3606359,Riverdale Park West,43.66604827676354,-79.36094117493359,Park
28,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cirque du Soleil - LUZIA,43.644790760637946,-79.35100021351447,Circus
29,"Regent Park, Harbourfront",43.6542599,-79.3606359,Rooftop At Broadview Hotel,43.6591094703885,-79.35007412650944,Hotel Bar
30,"Regent Park, Harbourfront",43.6542599,-79.3606359,Page One Cafe,43.65777161112601,-79.3760725691681,Café
31,"Regent Park, Harbourfront",43.6542599,-79.3606359,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
32,"Regent Park, Harbourfront",43.6542599,-79.3606359,The George Street Diner,43.65297,-79.371467,Diner
33,"Regent Park, Harbourfront",43.6542599,-79.3606359,Bellisimo Pizzeria & Ristorante,43.648748,-79.368684,Pizza Place
34,"Regent Park, Harbourfront",43.6542599,-79.3606359,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
35,"Regent Park, Harbourfront",43.6542599,-79.3606359,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
36,"Regent Park, Harbourfront",43.6542599,-79.3606359,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
37,"Regent Park, Harbourfront",43.6542599,-79.3606359,Riverdale Farm,43.66685035126636,-79.36137564770476,Farm
38,"Regent Park, Harbourfront",43.6542599,-79.3606359,Riverdale Park East,43.66995145540962,-79.35549259185791,Park
39,"Regent Park, Harbourfront",43.6542599,-79.3606359,Ed's Real Scoop,43.660655832455014,-79.3420187548006,Ice Cream Shop
40,"Regent Park, Harbourfront",43.6542599,-79.3606359,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
41,"Regent Park, Harbourfront",43.6542599,-79.3606359,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
42,"Regent Park, Harbourfront",43.6542599,-79.3606359,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
43,"Regent Park, Harbourfront",43.6542599,-79.3606359,Zakkushi ざっ串,43.663618353768534,-79.37067046949925,Japanese Restaurant
44,"Regent Park, Harbourfront",43.6542599,-79.3606359,Allan Gardens,43.661891653452926,-79.37412858009338,Botanical Garden
45,"Regent Park, Harbourfront",43.6542599,-79.3606359,Ha Noi 3 Seasons,43.665578086017604,-79.3521527142361,Asian Restaurant
46,"Regent Park, Harbourfront",43.6542599,-79.3606359,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
47,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Keg Steakhouse + Bar - Esplanade,43.64671207408793,-79.37476761639118,Restaurant
48,"Regent Park, Harbourfront",43.6542599,-79.3606359,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
49,"Regent Park, Harbourfront",43.6542599,-79.3606359,Rooster Coffee House,43.669177107744204,-79.35313352914292,Café
50,"Regent Park, Harbourfront",43.6542599,-79.3606359,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
51,"Regent Park, Harbourfront",43.6542599,-79.3606359,Allan Gardens Conservatory,43.661915451854576,-79.3746870789171,Garden
52,"Regent Park, Harbourfront",43.6542599,-79.3606359,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
53,"Regent Park, Harbourfront",43.6542599,-79.3606359,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
54,"Regent Park, Harbourfront",43.6542599,-79.3606359,Wong's Ice Cream + Store,43.665720828413036,-79.35124262662545,Ice Cream Shop
55,"Regent Park, Harbourfront",43.6542599,-79.3606359,Canadian National Ballet School,43.663681,-79.377237,Dance Studio
56,"Regent Park, Harbourfront",43.6542599,-79.3606359,Indigo,43.65351471121164,-79.38069591056922,Bookstore
57,"Regent Park, Harbourfront",43.6542599,-79.3606359,Maple Leaf Gardens,43.661893748737334,-79.37960504532634,Historic Site
58,"Regent Park, Harbourfront",43.6542599,-79.3606359,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
59,"Regent Park, Harbourfront",43.6542599,-79.3606359,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
60,"Regent Park, Harbourfront",43.6542599,-79.3606359,Hailed Coffee,43.6669,-79.345432,Coffee Shop
61,"Regent Park, Harbourfront",43.6542599,-79.3606359,Loblaws,43.661876101184674,-79.37970103481895,Supermarket
62,"Regent Park, Harbourfront",43.6542599,-79.3606359,Te Aro,43.66137281675049,-79.33857736283377,Coffee Shop
63,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
64,"Regent Park, Harbourfront",43.6542599,-79.3606359,Yonge-Dundas Square,43.65605389742188,-79.38049504264389,Plaza
65,"Regent Park, Harbourfront",43.6542599,-79.3606359,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
66,"Regent Park, Harbourfront",43.6542599,-79.3606359,Leslieville,43.66207024392778,-79.33785619823739,Neighborhood
67,"Regent Park, Harbourfront",43.6542599,-79.3606359,Harbour Square Park,43.63925269130776,-79.37839547902978,Park
68,"Regent Park, Harbourfront",43.6542599,-79.3606359,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
69,"Regent Park, Harbourfront",43.6542599,-79.3606359,Berczy Park,43.64804835388851,-79.3751722909452,Park
70,"Regent Park, Harbourfront",43.6542599,-79.3606359,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
71,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Keg Steakhouse + Bar,43.66675618397813,-79.37830241801962,Steakhouse
72,"Regent Park, Harbourfront",43.6542599,-79.3606359,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
73,"Regent Park, Harbourfront",43.6542599,-79.3606359,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
74,"Regent Park, Harbourfront",43.6542599,-79.3606359,Storm Crow Manor,43.66683985695023,-79.38159278029707,Theme Restaurant
75,"Regent Park, Harbourfront",43.6542599,-79.3606359,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
76,"Regent Park, Harbourfront",43.6542599,-79.3606359,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop
77,"Regent Park, Harbourfront",43.6542599,-79.3606359,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
78,"Regent Park, Harbourfront",43.6542599,-79.3606359,Lake Ontario,43.63894493157648,-79.37966465950012,Lake
79,"Regent Park, Harbourfront",43.6542599,-79.3606359,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
80,"Regent Park, Harbourfront",43.6542599,-79.3606359,Roundhouse Park,43.64174513889102,-79.38427882922346,Park
81,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cherry Beach Off-Leash Dog Area,43.636727400760215,-79.34433460235596,Dog Run
82,"Regent Park, Harbourfront",43.6542599,-79.3606359,Miku,43.64137436,-79.37753063,Japanese Restaurant
83,"Regent Park, Harbourfront",43.6542599,-79.3606359,Riverdale Perk,43.671184051150945,-79.34681587395134,Café
84,"Regent Park, Harbourfront",43.6542599,-79.3606359,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
85,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Queen and Beaver Public House,43.65747228208784,-79.38352412327917,Gastropub
86,"Regent Park, Harbourfront",43.6542599,-79.3606359,Bobbette & Belle,43.66221000383261,-79.33483045678932,Bakery
87,"Regent Park, Harbourfront",43.6542599,-79.3606359,Descendant Detroit Style Pizza,43.66280217891642,-79.33238038071265,Pizza Place
88,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cherry Beach,43.63780466022794,-79.34400065137956,Beach
89,"Regent Park, Harbourfront",43.6542599,-79.3606359,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
90,"Regent Park, Harbourfront",43.6542599,-79.3606359,DanceLifeX Centre,43.66695583448771,-79.3852972984314,Dance Studio
91,"Regent Park, Harbourfront",43.6542599,-79.3606359,Harbourfront,43.639525632239106,-79.38068838052389,Neighborhood
92,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Ritz-Carlton,43.645330157595886,-79.38708901405334,Hotel
93,"Regent Park, Harbourfront",43.6542599,-79.3606359,Withrow Park,43.67489949057737,-79.34843681570193,Park
94,"Regent Park, Harbourfront",43.6542599,-79.3606359,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
95,"Regent Park, Harbourfront",43.6542599,-79.3606359,Harbourfront Centre,43.63855578926675,-79.38319016270458,Performing Arts Venue
96,"Regent Park, Harbourfront",43.6542599,-79.3606359,Art Gallery of Ontario,43.654002860337386,-79.39292172707437,Art Gallery
97,"Regent Park, Harbourfront",43.6542599,-79.3606359,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
98,"Regent Park, Harbourfront",43.6542599,-79.3606359,The Alley,43.66592244798498,-79.38556672752236,Bubble Tea Shop
99,"Regent Park, Harbourfront",43.6542599,-79.3606359,Blaze Pizza,43.656518,-79.380015,Pizza Place
100,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Queen's Park,43.66394609897775,-79.39217952520835,Park
101,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
102,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,DanceLifeX Centre,43.66695583448771,-79.3852972984314,Dance Studio
103,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
104,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Alley,43.66592244798498,-79.38556672752236,Bubble Tea Shop
105,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Koerner Hall,43.667983280307865,-79.3959619437764,Concert Hall
106,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Jimmy's Coffee,43.65842123574496,-79.38561319551111,Coffee Shop
107,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Royal Ontario Museum,43.668367065616046,-79.3948129405877,Museum
108,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Storm Crow Manor,43.66683985695023,-79.38159278029707,Theme Restaurant
109,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Art Gallery of Ontario,43.654002860337386,-79.39292172707437,Art Gallery
110,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
111,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Indigo,43.66906505288213,-79.38905744719285,Bookstore
112,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Philosopher's Walk,43.666893747498605,-79.39559698104858,Park
113,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
114,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Maple Leaf Gardens,43.661893748737334,-79.37960504532634,Historic Site
115,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Loblaws,43.661876101184674,-79.37970103481895,Supermarket
116,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Royal Conservatory of Music,43.66822758218325,-79.39631143267306,Music School
117,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Sabai Sabai,43.670647205466466,-79.38485656424602,Thai Restaurant
118,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Planet Traveler,43.657202,-79.403568,Hostel
119,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Rasa,43.662756751275445,-79.40398803188654,Restaurant
120,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
121,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Keg Steakhouse + Bar,43.66675618397813,-79.37830241801962,Steakhouse
122,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Canadian National Ballet School,43.663681,-79.377237,Dance Studio
123,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Page & Panel: The TCAF Shop,43.67165281613454,-79.38714090280968,Comic Shop
124,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Seven Lives - Tacos y Mariscos,43.65441817160925,-79.40054467846261,Mexican Restaurant
125,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Page One Cafe,43.65777161112601,-79.3760725691681,Café
126,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Her Father's Cider Bar + Kitchen,43.66244824890102,-79.40470324675829,Beer Bar
127,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Essence of Life Organics,43.65411067840614,-79.4004308758787,Organic Grocery
128,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
129,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
130,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Sonic Boom,43.650858882525974,-79.39698455156606,Record Shop
131,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Kid Icarus,43.653933260442265,-79.40171859012935,Arts & Crafts Store
132,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Voodoo Child,43.65695821626081,-79.40546029795985,Café
133,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Jimmy's Coffee,43.65449315540114,-79.40131090393002,Café
134,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
135,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,FIKA Cafe,43.653560276835684,-79.40040209660836,Café
136,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
137,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Otto's Berlin Döner,43.65638733696026,-79.40278822246442,Doner Restaurant
138,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Alo,43.64857357946059,-79.39624325999638,French Restaurant
139,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Summer's Homemade Ice Cream,43.67090278308464,-79.39229888961067,Ice Cream Shop
140,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Black Camel,43.67701587839681,-79.38936661984528,BBQ Joint
141,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
142,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Harbord House,43.66246595195944,-79.40541041671369,Bar
143,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Banh Mi Boys,43.648649805139854,-79.39685914804579,Sandwich Place
144,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Yeti Nails & Spa,43.647937726631774,-79.3963296299419,Cosmetics Shop
145,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Allan Gardens Conservatory,43.661915451854576,-79.3746870789171,Garden
146,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Grey Gardens,43.653479,-79.401427,Wine Bar
147,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Golden Patty,43.6546590586465,-79.4011788108254,Caribbean Restaurant
148,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
149,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Maker Pizza,43.6504011331197,-79.39804047841302,Pizza Place
150,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
151,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Ramsden Park,43.6760683495016,-79.3897054758498,Park
152,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
153,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
154,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Avenue Open Kitchen,43.647273151492655,-79.39631997359885,Diner
155,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
156,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,El Rey,43.652764,-79.400048,Cocktail Bar
157,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Manic Coffee,43.656684355245964,-79.40703202630826,Café
158,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
159,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Little Pebbles,43.654883,-79.400264,Coffee Shop
160,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,El Trompo,43.6558316709016,-79.40256072891863,Mexican Restaurant
161,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Bar Raval,43.65590380020168,-79.41012528837247,Tapas Restaurant
162,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Bar Hop Brewco,43.649068842850404,-79.39345567330301,Beer Bar
163,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
164,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
165,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Get Outside,43.6488482587458,-79.39577748658837,Shoe Store
166,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Greenhouse Juice Co,43.67910117808306,-79.39068555107286,Juice Bar
167,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,SOMA chocolatemaker,43.64532829235515,-79.39571438648944,Dessert Shop
168,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Aloette,43.648380956878,-79.39618583130652,Restaurant
169,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,GEORGE Restaurant,43.65334645635036,-79.3744449051126,Restaurant
170,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Drom Taberna,43.648134029847476,-79.39967466122691,Bar
171,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
172,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
173,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Zakkushi ざっ串,43.663618353768534,-79.37067046949925,Japanese Restaurant
174,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Insomnia Restaurant and Lounge,43.665179618013326,-79.41096552569321,Restaurant
175,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,St. Lawrence Market (South Building),43.64874320223593,-79.37159697627527,Farmers Market
176,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Blaze Pizza,43.656518,-79.380015,Pizza Place
177,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Body Blitz Spa West,43.64597633141546,-79.39983376298972,Spa
178,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Ritz-Carlton,43.645330157595886,-79.38708901405334,Hotel
179,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Porchetta & Co,43.64466404008139,-79.39881259826922,Sandwich Place
180,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Fresh On Spadina,43.648048207763615,-79.39600791264331,Vegetarian / Vegan Restaurant
181,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,LCBO,43.68149682937831,-79.39126079276781,Liquor Store
182,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Wilbur Mexicana,43.644810149647334,-79.3986441942716,Mexican Restaurant
183,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Herbs & Nutrition Qi Natural Food,43.665013428045555,-79.41189818065214,Health Food Store
184,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,The Walton,43.65504502639942,-79.41436332102766,Café
185,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Pinky's Ca Phe,43.65553023379977,-79.4138787532894,Asian Restaurant
186,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Bar Hop,43.64560340159375,-79.3935826420784,Beer Bar
187,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,NEO COFFEE BAR,43.65070234158804,-79.36925939681731,Coffee Shop
188,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Delta Hotels by Marriott Toronto,43.6428819,-79.3839491,Hotel
189,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Forno Cultura,43.6442960851905,-79.40071458712073,Bakery
190,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Union Pearson Express,43.64436200658875,-79.38319927907953,Train Station
191,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Northern Belle,43.65090626786184,-79.41283996212603,Cocktail Bar
192,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,California Sandwiches,43.652664137129136,-79.41235165228667,Sandwich Place
193,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Boxcar Social,43.681749741301466,-79.39144664398965,Coffee Shop
194,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,St. Lawrence Market (North Building),43.64879290161719,-79.37194535820687,Farmers Market
195,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
196,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Campechano,43.645828,-79.400887,Taco Place
197,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Rooster Coffee,43.65189965670432,-79.36560912104514,Coffee Shop
198,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Strange Love,43.646301465741814,-79.39518379105066,Coffee Shop
199,"Queen's Park, Ontario Provincial Government",43.6623015,-79.3894938,Mira,43.644321001956754,-79.3963609253724,Peruvian Restaurant
200,"Garden District, Ryerson",43.6571618,-79.37893709999999,UNIQLO ユニクロ,43.65591027779457,-79.38064099181345,Clothing Store
201,"Garden District, Ryerson",43.6571618,-79.37893709999999,Page One Cafe,43.65777161112601,-79.3760725691681,Café
202,"Garden District, Ryerson",43.6571618,-79.37893709999999,Banh Mi Boys,43.659292,-79.381949,Sandwich Place
203,"Garden District, Ryerson",43.6571618,-79.37893709999999,Hailed Coffee,43.65883296982352,-79.38368351986598,Coffee Shop
204,"Garden District, Ryerson",43.6571618,-79.37893709999999,Elgin And Winter Garden Theatres,43.653393796019586,-79.3785073962175,Theater
205,"Garden District, Ryerson",43.6571618,-79.37893709999999,Downtown Toronto,43.65323167517444,-79.38529600606677,Neighborhood
206,"Garden District, Ryerson",43.6571618,-79.37893709999999,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
207,"Garden District, Ryerson",43.6571618,-79.37893709999999,Fahrenheit Coffee,43.65238358726612,-79.37271903848271,Coffee Shop
208,"Garden District, Ryerson",43.6571618,-79.37893709999999,Kinka Izakaya Original,43.66059636632361,-79.37889120754515,Japanese Restaurant
209,"Garden District, Ryerson",43.6571618,-79.37893709999999,Maple Leaf Gardens,43.661893748737334,-79.37960504532634,Historic Site
210,"Garden District, Ryerson",43.6571618,-79.37893709999999,Gyu-Kaku Japanese BBQ,43.651422275497914,-79.37504693687086,Japanese Restaurant
211,"Garden District, Ryerson",43.6571618,-79.37893709999999,Nathan Phillips Square,43.65227047322295,-79.38351631164551,Plaza
212,"Garden District, Ryerson",43.6571618,-79.37893709999999,Loblaws,43.661876101184674,-79.37970103481895,Supermarket
213,"Garden District, Ryerson",43.6571618,-79.37893709999999,Mystic Muffin,43.652483550499326,-79.37265472845176,Middle Eastern Restaurant
